1.150000000000000000e+02,1.160962628683488447e+02
1.160000000000000000e+02,1.133629447351801076e+02
1.170000000000000000e+02,1.260574698497243560e+02
1.180000000000000000e+02,1.154684862449420848e+02
1.190000000000000000e+02,1.242374657966097118e+02
1.200000000000000000e+02,1.124678710325306810e+02
1.210000000000000000e+02,1.177405267339627670e+02
1.220000000000000000e+02,1.128920928685102325e+02
1.230000000000000000e+02,1.294162363141220737e+02
1.240000000000000000e+02,1.100020343521826902e+02
1.250000000000000000e+02,1.299552917377294534e+02
1.260000000000000000e+02,1.205475752084327752e+02
1.270000000000000000e+02,1.276420857520028562e+02
1.280000000000000000e+02,1.185975133526216467e+02
1.290000000000000000e+02,1.159242436821560887e+02
1.300000000000000000e+02,1.107360726249524703e+02
